UL17,,27.4473144535365,5.3845144189222,1.128941441977,1.64697527416369,Delayed Early
UL21A,,,,,,Delayed Early
UL40,5.9344493161235,48.3735633845336,8.49136135587363,3.844441997112,0.4614766887239,Delayed Early
UL43,,0.61176732487797,0.9652624363679,0.7621652156111,1.64697527416369,Delayed Early
UL48A,,,,,,Delayed Early
UL54,3.65967746817,1.4912862963863,,0.181324455621896,1.64697527416369,Delayed Early
UL55,0.31361755859228,4.2286126244513,2.72633341319437,1.774679844747,1.64697527416369,Delayed Early
UL56,,,,,1.64697527416369,Delayed Early
UL78,,,2.8778254267436,0.76989243454894,1.64697527416369,Delayed Early
UL96,,,,0.28362919875351,1.64697527416369,Delayed Early
UL97,,,0.14589826154,1.634293722874,1.64697527416369,Delayed Early
UL98,,0.15328767642489,0.457425536134691,0.4396719825441,1.64697527416369,Delayed Early
UL102,,,,,,Delayed Early
UL105,,,,,,Delayed Early
UL132,,,0.63351152742166,1.1818679631142,1.64697527416369,Delayed Early
UL133,,,,,,Delayed Early
UL145,,,,,,Delayed Early
UL147,,,,,,Delayed Early
UL147A,,,,,,Delayed Early
UL148,,,,,,Delayed Early
UL148A,,,,,,Delayed Early
US8,21.6668495369417,49.439234417649,1.26111995337283,3.844441997112,1.221417921792,Delayed Early
US9,9.9811967426529,95.775939943923,6.19577612541848,2.9779236335879,1.64697527416369,Delayed Early
US10,29.4634751714,15.834379121,7.6831983984618,2.5286772639736,1.64697527416369,Delayed Early
US11,267.289476649175,,2.298114825714,,,Delayed Early
US12,267.289476649175,132.111273632865,6.8391212314473,1.74788936488,0.28739176976134,Delayed Early
US13,28.281384245716,55.418517127845,6.763332487934,2.862633918582,1.64697527416369,Delayed Early
US14,1.562251881912,,6.35447273454291,2.26217266127384,1.64697527416369,Delayed Early
US15,267.289476649175,33.64997219174,,,,Delayed Early
US16,,,,,1.64697527416369,Delayed Early
US18,2.61612119369161,2.21976299173,1.332359692233,0.714611745662787,1.64697527416369,Delayed Early
US19,,,,,,Delayed Early
US20,,,2.4714552822633,0.22543563589318,1.64697527416369,Delayed Early
US23,,,,0.4531522291454,1.64697527416369,Delayed Early
US24,,,,,,Delayed Early
US28,,9.53479553318,7.117848879799,3.844441997112,1.134248493122,Delayed Early
US31,,,,,,Delayed Early
US32,,,,,,Delayed Early
UL25,0.75213338677512,0.19414283939384,1.6538337354569,1.7577536467935,1.64697527416369,Early-Late
UL33,,,0.377196912672,0.5153415779573,1.64697527416369,Early-Late
UL35,,,,,1.64697527416369,Early-Late
UL70,,9.2528498741253,2.4236439318,0.722997952235578,1.64697527416369,Early-Late
UL76,,,,,1.64697527416369,Early-Late
UL77,,,,0.22963332732743,1.64697527416369,Early-Late
UL80,,,7.61735685341,2.2689318285782,1.64697527416369,Early-Late
UL80.5,,,,,,Early-Late
UL99,,,1.5485257882989,1.6328962498347,1.64697527416369,Early-Late
UL140,,,,,,Early-Late
RL10,,,,,,Replication Independent Late
RL11,,,17.74382411168,,,Replication Independent Late
RL13,,,,,,Replication Independent Late
UL4,,,0.45596325941882,2.3148781691264,1.64697527416369,Replication Independent Late
UL5,,,,,,Replication Independent Late
UL22A,,,0.233431744455293,0.243255281825381,1.64697527416369,Replication Independent Late
UL144,,,,,,Replication Independent Late
US27,,,,0.82894454515317,1.64697527416369,Replication Independent Late
UL82,,,0.276159769494847,1.4138372943378,1.64697527416369,Translation Independent Late
UL83,0.59792582436533,0.39238351576154,2.11754699663,1.6221598825893,1.64697527416369,Translation Independent Late
UL84,,,0.362245493418899,0.68485937196278,1.64697527416369,Translation Independent Late
UL85,,,0.199546877199,3.844441997112,0.7928745513493,Translation Independent Late
UL86,0.4325297295,0.244236121331,1.313977552435,2.2319587862913,1.64697527416369,Translation Independent Late
UL89,,,,0.3852174178926,1.64697527416369,Translation Independent Late
UL100,,,1.2547675571759,1.4287462737823,1.64697527416369,Translation Independent Late
RL12,,,,,,True Late
UL11,,,,,,True Late
UL32,,0.19652677355713,0.97289786174438,0.98387363326743,1.64697527416369,True Late
UL41A,,,,,,True Late
UL42,,,,,,True Late
UL44,,0.357383483576,1.6133778859643,2.1417422833982,1.64697527416369,True Late
UL46,,,0.31692876491863,1.9231611638184,1.64697527416369,True Late
UL47,,,0.12112569425,0.83721743753897,1.64697527416369,True Late
UL48,,,0.12325153916327,0.863836324487,1.64697527416369,True Late
UL52,,,,1.131438881365,1.64697527416369,True Late
UL53,2.9439337628617,1.9183997992,,0.79763759551878,1.64697527416369,True Late
UL72,,,,,,True Late
UL73,,0.89719968872213,1.1943256115274,1.5738563194588,1.64697527416369,True Late
UL74,,,5.16315919377,3.844441997112,1.1193281412557,True Late
UL75,,0.3999626742923,1.3946457326641,2.917642125984,1.64697527416369,True Late
UL87,,,,,,True Late
UL88,,,0.72587463585184,1.4177718626283,1.64697527416369,True Late
UL92,,,,,1.64697527416369,True Late
UL93,,,,0.5155694343946,1.64697527416369,True Late
UL94,,0.7468982692669,2.7213999498,2.2766165758741,1.64697527416369,True Late
UL95,,,,0.33525667642748,1.64697527416369,True Late
UL150,,,,,,True Late
US29,,,,,,True Late
US30,,,,,,True Late
